user_id,age,gender,primary_platform,daily_usage_hours,anxiety_score,depression_score,loneliness_score,sleep_quality_score,sleep_hours,mental_wellbeing_score,addiction_level,age_group,sleep_hours_group,addiction_level_tier,loneliness_group
USR00799,32,Non-binary,YouTube,3.7,10.0,8.6,3.7,4.0,5.7,6.2,High,26-35,<6 jam,3,Kesepian Ringan
USR00800,16,Female,Twitter/X,4.7,3.2,2.0,3.8,1.2,4.1,6.1,Moderate,<18,<6 jam,2,Kesepian Ringan
USR00801,20,Male,Twitter/X,4.4,10.0,3.3,1.7,8.2,7.7,4.9,Severe,18-25,6-8 jam,4,Tidak Kesepian
USR00802,27,Female,YouTube,3.5,7.6,3.2,4.4,5.7,7.6,5.1,Severe,26-35,6-8 jam,4,Kesepian Ringan
USR00803,32,Male,YouTube,2.4,9.1,4.1,7.5,7.9,5.7,5.9,High,26-35,<6 jam,3,Kesepian Sedang
USR00804,33,Non-binary,Instagram,3.0,6.2,3.0,4.2,8.1,6.2,6.4,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00805,28,Male,Instagram,3.6,7.0,4.9,7.2,7.2,9.0,3.2,Severe,26-35,>8 jam,4,Kesepian Sedang
USR00806,32,Male,TikTok,2.9,7.7,3.8,1.5,6.2,5.2,4.9,Severe,26-35,<6 jam,4,Tidak Kesepian
USR00807,38,Male,Snapchat,4.9,3.9,4.8,3.8,6.9,5.1,5.6,High,36-45,<6 jam,3,Kesepian Ringan
USR00808,29,Male,Instagram,4.8,7.3,7.6,7.2,2.1,8.0,5.2,Severe,26-35,6-8 jam,4,Kesepian Sedang
USR00809,32,Male,Instagram,4.4,5.7,2.8,2.2,8.1,6.7,5.9,High,26-35,6-8 jam,3,Tidak Kesepian
USR00810,17,Non-binary,Snapchat,7.1,5.8,5.2,4.7,4.7,9.1,8.5,Low,<18,>8 jam,1,Kesepian Ringan
USR00811,23,Female,Instagram,2.3,6.1,3.0,3.2,4.5,5.8,6.2,High,18-25,<6 jam,3,Kesepian Ringan
USR00812,37,Male,YouTube,5.0,4.1,5.4,4.2,4.8,5.7,8.3,Low,36-45,<6 jam,1,Kesepian Ringan
USR00813,28,Non-binary,Instagram,6.7,7.1,7.4,2.5,5.0,3.0,5.1,High,26-35,<6 jam,3,Tidak Kesepian
USR00814,30,Female,Instagram,3.5,3.0,9.1,5.3,5.9,4.7,7.3,Low,26-35,<6 jam,1,Kesepian Sedang
USR00815,20,Female,Facebook,4.8,5.8,6.4,5.7,4.2,8.6,5.6,High,18-25,>8 jam,3,Kesepian Sedang
USR00816,37,Male,Instagram,5.9,4.1,5.8,2.7,4.6,7.2,5.5,High,36-45,6-8 jam,3,Kesepian Ringan
USR00817,23,Male,Facebook,5.6,4.4,0.3,4.3,5.0,8.2,8.1,Low,18-25,>8 jam,1,Kesepian Ringan
USR00818,34,Female,Twitter/X,4.5,4.4,8.8,8.2,10.0,7.6,6.2,Moderate,26-35,6-8 jam,2,Sangat Kesepian
USR00819,33,Female,TikTok,1.8,4.5,5.1,3.6,5.4,3.0,6.5,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR00820,16,Male,Instagram,2.5,5.8,5.4,4.6,2.6,5.8,7.9,Moderate,<18,<6 jam,2,Kesepian Ringan
USR00821,28,Female,Instagram,4.5,6.9,7.9,4.8,3.6,8.2,6.9,Moderate,26-35,>8 jam,2,Kesepian Ringan
USR00822,36,Male,TikTok,3.8,3.6,5.6,8.6,2.9,6.5,7.1,Moderate,36-45,6-8 jam,2,Sangat Kesepian
USR00823,15,Male,TikTok,3.8,3.1,4.2,4.6,5.8,7.7,7.7,Low,<18,6-8 jam,1,Kesepian Ringan
USR00824,35,Female,TikTok,3.3,3.8,2.7,6.2,10.0,7.7,5.8,Severe,26-35,6-8 jam,4,Kesepian Sedang
USR00825,34,Non-binary,Instagram,0.7,3.3,4.2,5.5,6.0,7.9,6.8,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00826,22,Non-binary,Instagram,5.8,6.8,8.8,6.7,5.8,5.8,6.0,High,18-25,<6 jam,3,Kesepian Sedang
USR00827,19,Female,Instagram,2.2,4.6,5.9,2.4,2.9,8.5,5.2,High,18-25,>8 jam,3,Tidak Kesepian
USR00828,44,Male,TikTok,7.9,2.3,2.3,5.4,7.8,5.7,6.0,High,36-45,<6 jam,3,Kesepian Sedang
USR00829,27,Male,Facebook,10.5,4.3,4.5,2.0,5.3,8.5,5.1,Severe,26-35,>8 jam,4,Tidak Kesepian
USR00830,19,Female,Instagram,6.2,2.0,5.7,0.3,0.3,4.9,8.0,Low,18-25,<6 jam,1,Tidak Kesepian
USR00831,15,Non-binary,Snapchat,5.5,5.3,2.4,4.5,6.7,5.5,6.7,Moderate,<18,<6 jam,2,Kesepian Ringan
USR00832,20,Male,Facebook,3.1,6.9,0.0,1.9,6.5,6.5,6.7,Moderate,18-25,6-8 jam,2,Tidak Kesepian
USR00833,17,Female,Twitter/X,3.4,1.9,8.2,8.2,6.3,6.6,6.4,Moderate,<18,6-8 jam,2,Sangat Kesepian
USR00834,30,Female,TikTok,3.6,4.3,7.0,4.0,4.1,6.2,7.5,Low,26-35,6-8 jam,1,Kesepian Ringan
USR00835,36,Male,YouTube,6.7,0.2,8.5,6.8,3.0,9.4,8.5,Low,36-45,>8 jam,1,Kesepian Sedang
USR00836,37,Non-binary,TikTok,4.6,6.3,6.8,4.1,6.0,8.6,7.1,Moderate,36-45,>8 jam,2,Kesepian Ringan
USR00837,24,Female,TikTok,1.0,7.8,9.1,6.9,2.3,6.6,6.4,High,18-25,6-8 jam,3,Kesepian Sedang
USR00838,37,Female,TikTok,6.2,7.9,4.3,10.0,3.6,8.1,5.3,High,36-45,>8 jam,3,Sangat Kesepian
USR00839,38,Female,Instagram,3.4,9.8,5.1,4.6,4.1,4.4,6.2,High,36-45,<6 jam,3,Kesepian Ringan
USR00840,36,Female,Instagram,6.3,4.1,3.3,5.9,1.1,9.7,7.0,Moderate,36-45,>8 jam,2,Kesepian Sedang
USR00841,38,Female,Instagram,4.5,7.1,5.1,3.7,7.1,7.3,4.8,High,36-45,6-8 jam,3,Kesepian Ringan
USR00842,26,Female,Instagram,2.8,7.1,3.5,2.1,1.0,6.3,5.5,High,26-35,6-8 jam,3,Tidak Kesepian
USR00843,35,Male,Facebook,3.5,2.4,6.0,7.2,10.0,6.5,7.6,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00844,25,Male,Twitter/X,6.1,5.8,4.8,2.4,4.9,8.0,7.3,Low,18-25,6-8 jam,1,Tidak Kesepian
USR00845,23,Non-binary,Snapchat,3.3,4.3,7.8,4.7,5.7,4.0,6.8,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR00846,26,Male,Instagram,7.4,2.8,3.4,3.2,3.4,4.0,8.0,Low,26-35,,1,Kesepian Ringan
USR00847,38,Male,YouTube,2.8,1.3,3.6,6.7,5.4,3.9,6.8,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR00848,22,Male,TikTok,7.6,4.2,4.2,6.8,5.1,8.5,5.6,Severe,18-25,>8 jam,4,Kesepian Sedang
USR00849,39,Male,TikTok,1.6,5.6,4.8,3.7,7.2,6.5,8.3,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00850,18,Female,Instagram,2.2,2.9,5.9,0.1,9.9,5.4,6.7,Low,<18,<6 jam,1,Tidak Kesepian
USR00851,30,Male,Instagram,5.0,3.5,7.0,5.7,3.0,5.3,4.6,Severe,26-35,<6 jam,4,Kesepian Sedang
USR00852,34,Male,Facebook,7.7,4.4,3.1,5.6,5.7,5.9,4.6,Severe,26-35,<6 jam,4,Kesepian Sedang
USR00853,22,Female,Instagram,3.9,5.0,3.9,5.8,5.1,9.7,6.2,Moderate,18-25,>8 jam,2,Kesepian Sedang
USR00854,31,Male,Twitter/X,6.2,10.0,5.6,4.1,7.1,7.2,4.3,Severe,26-35,6-8 jam,4,Kesepian Ringan
USR00855,31,Female,Instagram,2.5,8.1,2.4,4.5,5.2,6.3,5.7,High,26-35,6-8 jam,3,Kesepian Ringan
USR00856,21,Female,YouTube,2.3,4.3,1.2,8.6,3.8,5.4,6.1,Moderate,18-25,<6 jam,2,Sangat Kesepian
USR00857,22,Male,TikTok,4.5,2.2,6.9,3.4,4.2,7.3,7.3,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00858,28,Male,Twitter/X,9.1,0.0,4.9,4.1,4.8,6.1,5.1,Severe,26-35,6-8 jam,4,Kesepian Ringan
USR00859,31,Male,Instagram,3.9,8.4,5.4,0.9,3.3,4.7,3.7,Severe,26-35,<6 jam,4,Tidak Kesepian
USR00860,43,Female,Facebook,1.0,6.2,1.4,6.2,4.6,7.3,7.3,Low,36-45,6-8 jam,1,Kesepian Sedang
USR00861,17,Male,YouTube,0.5,5.8,4.6,7.5,5.9,7.4,7.7,Low,<18,6-8 jam,1,Kesepian Sedang
USR00862,22,Non-binary,Twitter/X,4.3,5.1,1.3,4.3,7.7,8.7,7.0,Moderate,18-25,>8 jam,2,Kesepian Ringan
USR00863,19,Male,Instagram,4.0,2.7,3.7,3.6,7.4,7.0,6.8,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR00864,17,Male,YouTube,3.7,3.3,4.7,4.4,8.3,7.9,8.1,Low,<18,6-8 jam,1,Kesepian Ringan
USR00865,44,Female,YouTube,4.8,5.1,0.9,3.2,9.2,5.1,9.5,Low,36-45,<6 jam,1,Kesepian Ringan
USR00866,20,Non-binary,Instagram,2.8,6.8,8.0,4.9,5.3,7.7,5.9,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR00867,28,Male,YouTube,7.2,4.4,5.6,5.0,0.5,8.8,6.0,High,26-35,>8 jam,3,Kesepian Ringan
USR00868,39,Male,Twitter/X,5.5,7.1,1.3,5.0,6.5,8.7,7.0,Moderate,36-45,>8 jam,2,Kesepian Ringan
USR00869,15,Female,YouTube,1.4,5.2,1.7,6.9,7.0,4.9,6.5,Moderate,<18,<6 jam,2,Kesepian Sedang
USR00870,36,Non-binary,TikTok,3.1,7.2,4.4,1.0,4.9,5.8,6.4,Moderate,36-45,<6 jam,2,Tidak Kesepian
USR00871,18,Female,Facebook,3.8,7.1,2.8,7.0,6.3,7.3,4.4,Severe,<18,6-8 jam,4,Kesepian Sedang
USR00872,26,Non-binary,Instagram,4.4,3.4,5.5,0.8,2.8,6.1,7.7,Low,26-35,6-8 jam,1,Tidak Kesepian
USR00873,30,Male,Instagram,0.5,2.6,6.0,6.1,3.7,7.7,5.6,High,26-35,6-8 jam,3,Kesepian Sedang
USR00874,41,Non-binary,Instagram,3.6,6.5,4.8,4.8,4.6,5.8,5.4,High,36-45,<6 jam,3,Kesepian Ringan
USR00875,44,Male,Facebook,3.3,5.1,7.0,4.0,6.8,7.1,4.3,Severe,36-45,6-8 jam,4,Kesepian Ringan
USR00876,30,Female,Instagram,0.5,5.6,4.6,6.2,4.7,10.0,8.0,Low,26-35,>8 jam,1,Kesepian Sedang
USR00877,19,Non-binary,TikTok,5.4,7.6,6.3,2.3,7.2,5.5,4.9,High,18-25,<6 jam,3,Tidak Kesepian
USR00878,36,Male,YouTube,4.3,8.8,0.0,3.2,3.6,4.7,6.0,High,36-45,<6 jam,3,Kesepian Ringan
USR00879,29,Female,TikTok,3.2,4.9,4.5,3.3,6.2,6.2,5.5,High,26-35,6-8 jam,3,Kesepian Ringan
USR00880,42,Female,Instagram,3.6,2.1,6.0,2.8,5.7,6.0,8.8,Low,36-45,<6 jam,1,Kesepian Ringan
USR00881,27,Male,Instagram,3.9,3.7,2.2,6.0,5.3,6.1,7.8,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00882,39,Male,Instagram,3.3,3.4,2.0,5.8,6.5,6.9,6.4,High,36-45,6-8 jam,3,Kesepian Sedang
USR00883,25,Female,TikTok,4.2,0.3,7.5,4.9,5.0,4.2,6.9,Low,18-25,<6 jam,1,Kesepian Ringan
USR00884,42,Male,Facebook,5.5,7.0,7.2,3.4,7.5,7.9,5.6,High,36-45,6-8 jam,3,Kesepian Ringan
USR00885,15,Female,TikTok,4.6,3.4,3.4,1.8,5.8,4.9,7.7,Low,<18,<6 jam,1,Tidak Kesepian
USR00886,36,Male,TikTok,3.6,3.3,6.7,7.1,8.0,8.4,7.6,Moderate,36-45,>8 jam,2,Kesepian Sedang
USR00887,40,Male,Snapchat,8.4,5.6,8.6,1.5,3.0,6.9,5.4,High,36-45,6-8 jam,3,Tidak Kesepian
USR00888,28,Male,TikTok,4.0,4.3,3.8,5.2,4.6,4.2,6.5,Moderate,26-35,<6 jam,2,Kesepian Sedang
USR00889,18,Female,Twitter/X,4.5,6.6,6.0,3.9,6.3,6.7,4.1,Severe,<18,6-8 jam,4,Kesepian Ringan
USR00890,20,Male,Facebook,5.0,5.6,4.6,2.9,5.6,5.9,8.3,Low,18-25,<6 jam,1,Kesepian Ringan
USR00891,15,Male,Instagram,3.2,3.0,3.5,3.8,5.8,5.2,5.4,High,<18,<6 jam,3,Kesepian Ringan
USR00892,28,Female,TikTok,1.3,8.7,4.3,3.4,8.1,7.0,6.4,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00893,32,Male,Snapchat,9.3,4.5,6.0,4.5,4.7,5.2,4.8,Severe,26-35,<6 jam,4,Kesepian Ringan
USR00894,25,Male,YouTube,4.4,5.7,5.7,5.8,9.3,6.8,7.0,Moderate,18-25,6-8 jam,2,Kesepian Sedang
USR00895,22,Male,Instagram,2.1,6.2,1.5,6.2,4.9,6.8,5.5,High,18-25,6-8 jam,3,Kesepian Sedang
USR00896,38,Female,Instagram,6.2,7.3,5.9,2.3,6.8,6.5,7.4,Moderate,36-45,6-8 jam,2,Tidak Kesepian
USR00897,22,Male,Instagram,3.4,7.4,1.9,3.9,3.2,5.7,6.8,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR00898,17,Male,Snapchat,2.3,4.6,7.3,5.3,3.3,6.0,6.0,High,<18,<6 jam,3,Kesepian Sedang
USR00899,34,Non-binary,Instagram,3.2,4.1,7.8,4.5,4.6,4.9,5.7,High,26-35,<6 jam,3,Kesepian Ringan
USR00900,37,Male,Twitter/X,1.3,9.3,2.8,5.8,10.0,4.2,7.6,Low,36-45,<6 jam,1,Kesepian Sedang
USR00901,27,Female,YouTube,2.1,2.8,7.4,6.6,7.1,6.9,9.3,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00902,35,Male,Snapchat,6.2,0.9,3.3,0.1,8.4,6.4,8.5,Low,26-35,6-8 jam,1,Tidak Kesepian
USR00903,39,Male,YouTube,4.5,6.4,4.4,5.4,7.7,6.6,5.8,High,36-45,,3,Kesepian Sedang
USR00904,17,Female,TikTok,3.7,2.8,3.9,4.6,8.1,6.8,7.1,Moderate,<18,6-8 jam,2,Kesepian Ringan
USR00905,22,Female,Instagram,7.1,2.2,3.8,6.9,9.0,5.3,5.0,High,18-25,<6 jam,3,Kesepian Sedang
USR00906,43,Female,Snapchat,5.8,6.9,3.8,2.3,3.5,4.5,4.9,Severe,36-45,<6 jam,4,Tidak Kesepian
USR00907,20,Male,Instagram,3.4,3.4,7.9,7.4,3.4,7.9,4.7,Severe,18-25,6-8 jam,4,Kesepian Sedang
USR00908,22,Male,YouTube,1.1,5.4,3.8,4.3,6.3,6.6,8.7,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00909,42,Female,Facebook,3.1,7.0,6.5,5.7,1.8,7.1,6.5,Moderate,36-45,6-8 jam,2,Kesepian Sedang
USR00910,33,Non-binary,Snapchat,7.1,6.0,5.4,5.5,6.3,6.0,6.1,High,26-35,<6 jam,3,Kesepian Sedang
USR00911,43,Male,TikTok,2.3,5.8,3.0,5.4,6.6,5.3,8.5,Low,36-45,<6 jam,1,Kesepian Sedang
USR00912,24,Male,Instagram,9.0,6.3,4.7,4.0,7.0,5.9,2.7,Severe,18-25,<6 jam,4,Kesepian Ringan
USR00913,18,Female,Instagram,3.8,5.9,3.8,6.5,4.4,6.0,5.2,Severe,<18,<6 jam,4,Kesepian Sedang
USR00914,15,Female,TikTok,1.3,5.6,2.9,7.3,6.3,6.9,8.6,Low,<18,6-8 jam,1,Kesepian Sedang
USR00915,33,Female,Instagram,3.3,5.6,6.0,4.4,5.5,6.2,6.7,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00916,40,Female,YouTube,7.4,4.7,3.5,6.1,4.6,5.8,6.6,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR00917,24,Female,YouTube,2.9,4.3,4.3,0.0,5.4,7.9,9.0,Low,18-25,6-8 jam,1,
USR00918,35,Female,TikTok,5.3,4.9,6.3,3.0,6.1,5.4,6.6,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR00919,41,Male,Twitter/X,5.9,4.1,10.0,2.7,4.8,6.5,8.3,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00920,34,Female,Instagram,3.1,3.0,8.1,7.1,9.7,5.9,7.0,Low,26-35,<6 jam,1,Kesepian Sedang
USR00921,20,Female,TikTok,6.6,3.4,7.8,3.3,3.5,5.6,6.8,Moderate,18-25,,2,Kesepian Ringan
USR00922,37,Male,TikTok,7.4,7.8,3.9,1.9,6.5,5.2,7.1,Moderate,36-45,<6 jam,2,Tidak Kesepian
USR00923,43,Male,Instagram,4.0,4.5,5.6,2.3,6.9,7.9,7.4,Low,36-45,6-8 jam,1,Tidak Kesepian
USR00924,18,Male,Facebook,0.5,6.6,6.3,5.0,6.6,6.7,8.4,Low,<18,6-8 jam,1,Kesepian Ringan
USR00925,30,Female,YouTube,5.0,0.7,5.6,9.1,6.8,4.0,5.3,High,26-35,<6 jam,3,Sangat Kesepian
USR00926,23,Male,Instagram,5.9,6.7,2.7,3.5,6.9,5.2,8.2,Low,18-25,<6 jam,1,Kesepian Ringan
USR00927,19,Female,Instagram,6.3,9.1,5.5,4.0,3.4,7.5,8.8,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00928,42,Female,Facebook,8.3,3.8,6.3,2.2,4.1,7.6,6.9,Moderate,36-45,6-8 jam,2,Tidak Kesepian
USR00929,23,Male,Twitter/X,6.4,5.8,3.9,5.3,2.1,7.7,4.9,High,18-25,6-8 jam,3,Kesepian Sedang
USR00930,16,Male,Instagram,4.4,7.2,5.1,4.6,5.5,4.4,6.0,High,<18,<6 jam,3,Kesepian Ringan
USR00931,35,Male,TikTok,0.5,2.9,7.3,4.2,7.8,6.7,7.8,Low,26-35,6-8 jam,1,Kesepian Ringan
USR00932,17,Male,Instagram,1.8,4.6,2.8,0.0,2.3,5.1,6.1,High,<18,<6 jam,3,
USR00933,29,Non-binary,Instagram,6.8,7.1,6.2,3.9,6.7,6.1,8.2,Low,26-35,6-8 jam,1,Kesepian Ringan
USR00934,26,Male,Twitter/X,1.8,4.2,4.8,5.4,4.5,5.2,7.1,Low,26-35,<6 jam,1,Kesepian Sedang
USR00935,28,Non-binary,TikTok,3.8,4.9,5.5,3.7,5.4,7.2,4.8,Severe,26-35,6-8 jam,4,Kesepian Ringan
USR00936,23,Male,Snapchat,0.6,5.6,0.8,1.0,8.0,7.1,8.0,Low,18-25,6-8 jam,1,Tidak Kesepian
USR00937,36,Male,Instagram,3.7,6.1,8.8,3.2,6.1,6.4,5.3,Severe,36-45,6-8 jam,4,Kesepian Ringan
USR00938,26,Female,Facebook,1.6,4.9,10.0,5.6,3.2,6.2,6.1,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00939,15,Male,Instagram,5.3,3.2,3.8,5.5,6.0,4.3,3.7,Severe,<18,<6 jam,4,Kesepian Sedang
USR00940,25,Male,YouTube,4.1,7.5,7.4,5.2,6.9,8.5,6.5,High,18-25,>8 jam,3,Kesepian Sedang
USR00941,24,Female,Twitter/X,5.1,7.7,3.3,6.8,6.3,7.0,6.0,High,18-25,6-8 jam,3,Kesepian Sedang
USR00942,39,Male,Twitter/X,1.0,5.0,4.1,6.3,2.3,6.8,5.4,Severe,36-45,6-8 jam,4,Kesepian Sedang
USR00943,32,Female,Instagram,3.9,2.6,0.4,4.5,5.5,5.6,5.6,High,26-35,<6 jam,3,Kesepian Ringan
USR00944,16,Male,Instagram,6.2,6.5,5.2,2.1,7.2,7.2,7.1,Low,<18,6-8 jam,1,Tidak Kesepian
USR00945,42,Male,TikTok,4.6,3.3,4.7,6.8,4.3,5.5,5.8,High,36-45,<6 jam,3,Kesepian Sedang
USR00946,26,Non-binary,YouTube,3.0,5.0,4.8,8.6,5.1,5.7,5.3,High,26-35,<6 jam,3,Sangat Kesepian
USR00947,19,Female,Facebook,4.1,3.1,7.7,4.1,10.0,6.0,7.0,Low,18-25,<6 jam,1,Kesepian Ringan
USR00948,16,Male,YouTube,6.1,2.1,5.1,2.2,6.4,6.5,6.6,High,<18,6-8 jam,3,Tidak Kesepian
USR00949,24,Male,TikTok,5.6,1.6,7.5,6.5,3.7,9.1,7.4,Low,18-25,>8 jam,1,Kesepian Sedang
USR00950,44,Male,TikTok,5.7,6.9,7.9,2.4,3.9,4.5,7.6,Low,36-45,<6 jam,1,Tidak Kesepian
USR00951,29,Male,Facebook,5.0,8.0,2.0,5.1,4.3,7.7,8.7,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00952,17,Female,TikTok,6.0,5.9,1.0,4.8,7.1,5.0,4.8,Severe,<18,<6 jam,4,Kesepian Ringan
USR00953,24,Male,YouTube,3.9,3.8,1.2,4.6,7.0,3.0,5.2,High,18-25,<6 jam,3,Kesepian Ringan
USR00954,26,Male,Instagram,4.0,6.6,5.8,6.0,6.2,6.2,6.7,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00955,37,Male,TikTok,1.7,6.3,5.5,6.7,4.7,8.1,5.1,High,36-45,>8 jam,3,Kesepian Sedang
USR00956,40,Male,Instagram,3.8,7.1,4.1,0.0,7.4,4.4,5.8,High,36-45,<6 jam,3,
USR00957,40,Female,Snapchat,3.7,6.8,6.5,2.6,2.8,7.1,4.7,Severe,36-45,6-8 jam,4,Kesepian Ringan
USR00958,16,Male,Instagram,7.7,4.0,5.6,2.8,4.9,9.0,6.4,Moderate,<18,>8 jam,2,Kesepian Ringan
USR00959,17,Male,Instagram,1.9,5.1,2.7,5.2,5.8,4.0,5.1,High,<18,<6 jam,3,Kesepian Sedang
USR00960,32,Male,Instagram,4.9,8.2,0.7,3.8,3.1,6.1,5.2,Severe,26-35,6-8 jam,4,Kesepian Ringan
USR00961,20,Male,Instagram,3.7,2.4,5.3,5.2,4.6,6.6,8.6,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00962,30,Male,Facebook,4.4,6.2,4.0,6.2,6.7,7.4,6.0,High,26-35,6-8 jam,3,Kesepian Sedang
USR00963,42,Male,YouTube,6.7,4.7,4.2,7.2,9.3,7.0,7.1,Moderate,36-45,6-8 jam,2,Kesepian Sedang
USR00964,21,Non-binary,Instagram,4.2,0.0,5.7,6.5,9.8,5.4,9.3,Low,18-25,<6 jam,1,Kesepian Sedang
USR00965,33,Male,YouTube,2.3,3.2,4.4,5.8,5.3,4.9,7.8,Low,26-35,,1,Kesepian Sedang
USR00966,29,Female,Twitter/X,4.6,6.4,3.5,6.9,4.9,4.4,5.5,Moderate,26-35,<6 jam,2,Kesepian Sedang
USR00967,37,Female,Instagram,6.5,2.6,0.8,2.1,5.7,8.5,5.6,High,36-45,>8 jam,3,Tidak Kesepian
USR00968,39,Female,YouTube,6.2,5.0,6.4,3.8,5.7,7.3,7.3,Moderate,36-45,,2,Kesepian Ringan
USR00969,32,Female,Instagram,5.9,3.2,4.7,8.0,3.3,6.1,3.5,Severe,26-35,6-8 jam,4,Sangat Kesepian
USR00970,37,Non-binary,TikTok,1.4,4.8,2.3,2.2,7.3,5.6,6.2,Moderate,36-45,,2,Tidak Kesepian
USR00971,31,Female,Snapchat,6.4,0.9,2.5,4.2,5.0,5.0,7.8,Low,26-35,<6 jam,1,Kesepian Ringan
USR00972,31,Male,Snapchat,3.3,5.7,4.9,7.7,4.6,6.4,7.2,Moderate,26-35,6-8 jam,2,Sangat Kesepian
USR00973,20,Female,Snapchat,1.7,4.9,9.6,5.6,4.1,5.8,5.4,Moderate,18-25,<6 jam,2,Kesepian Sedang
USR00974,32,Female,TikTok,5.1,7.5,4.4,6.3,2.2,6.4,6.4,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00975,22,Female,Twitter/X,1.2,4.9,2.6,2.1,3.5,7.4,7.9,Low,18-25,6-8 jam,1,Tidak Kesepian
USR00976,43,Male,Twitter/X,5.0,6.0,10.0,4.6,4.8,7.9,5.0,High,36-45,6-8 jam,3,Kesepian Ringan
USR00977,35,Female,Facebook,7.9,1.6,4.4,7.3,7.3,4.3,8.3,Low,26-35,<6 jam,1,Kesepian Sedang
USR00978,43,Male,YouTube,3.2,6.2,6.7,5.9,7.8,5.7,7.5,Low,36-45,<6 jam,1,Kesepian Sedang
USR00979,17,Male,Facebook,2.4,2.5,6.9,2.4,4.2,7.7,6.0,High,<18,6-8 jam,3,Tidak Kesepian
USR00980,37,Male,Snapchat,6.8,4.2,4.8,0.3,7.7,7.1,6.4,Moderate,36-45,6-8 jam,2,Tidak Kesepian
USR00981,19,Male,Instagram,5.8,6.0,3.9,6.4,3.4,5.7,5.9,Moderate,18-25,<6 jam,2,Kesepian Sedang
USR00982,29,Female,Instagram,6.3,3.4,5.5,4.6,5.5,4.6,7.7,Low,26-35,<6 jam,1,Kesepian Ringan
USR00983,16,Female,TikTok,0.5,6.2,0.0,4.6,5.9,4.4,5.2,Severe,<18,<6 jam,4,Kesepian Ringan
USR00984,22,Male,Twitter/X,2.5,4.0,2.4,2.6,6.1,6.6,8.5,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00985,34,Female,YouTube,8.4,4.1,5.4,4.1,8.6,6.2,6.3,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00986,15,Non-binary,YouTube,2.6,4.6,5.8,5.7,6.1,3.0,7.4,Low,<18,<6 jam,1,Kesepian Sedang
USR00987,39,Female,TikTok,3.4,4.7,3.5,6.8,6.3,8.6,7.0,Low,36-45,>8 jam,1,Kesepian Sedang
USR00988,32,Male,TikTok,4.7,4.9,7.0,3.9,3.2,7.7,4.9,Severe,26-35,,4,Kesepian Ringan
USR00989,37,Female,YouTube,4.9,9.7,5.3,10.0,7.7,6.8,7.3,Moderate,36-45,6-8 jam,2,Sangat Kesepian
USR00990,25,Male,YouTube,4.0,2.1,0.2,2.3,6.8,9.1,6.5,Moderate,18-25,>8 jam,2,Tidak Kesepian
USR00991,31,Female,Snapchat,0.5,6.4,2.9,4.0,6.0,6.9,7.2,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00992,24,Female,Instagram,5.6,5.7,2.8,3.3,7.6,4.2,2.8,Severe,18-25,<6 jam,4,Kesepian Ringan
USR00993,15,Male,YouTube,1.8,4.7,2.8,3.9,3.6,6.6,7.1,Moderate,<18,6-8 jam,2,Kesepian Ringan
USR00994,38,Female,YouTube,6.5,6.2,3.8,4.5,3.7,8.6,8.0,Low,36-45,>8 jam,1,Kesepian Ringan
USR00995,34,Female,YouTube,7.1,6.6,2.9,5.7,4.1,6.2,5.0,High,26-35,6-8 jam,3,Kesepian Sedang
USR00996,26,Female,TikTok,5.9,7.0,2.2,1.3,4.1,8.0,6.1,High,26-35,6-8 jam,3,Tidak Kesepian
USR00997,41,Male,YouTube,4.7,4.0,2.9,1.8,8.0,6.9,5.6,High,36-45,6-8 jam,3,Tidak Kesepian
USR00998,34,Female,Twitter/X,8.0,6.8,3.7,2.4,6.3,6.6,5.5,High,26-35,6-8 jam,3,Tidak Kesepian
USR00999,33,Male,Instagram,8.2,5.3,1.6,5.2,5.5,7.5,5.1,Severe,26-35,6-8 jam,4,Kesepian Sedang
